trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Obrero;Casado;secundaria;no;no;no;celular;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Febrero;otro;no
Obrero;Soltero;primaria;no;si;si;desconocido;Junio;desconocido;no
Retirado;Casado;desconocido;no;no;no;celular;Marzo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Junio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Mayo;éxito;no
Obrero;Casado;primaria;no;si;si;teléfono;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;celular;Noviembre;desconocido;no
Obrero;Soltero;secundaria;no;no;si;celular;Julio;desconocido;si
Obrero;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Retirado;Casado;primaria;si;no;si;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Independientes;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;teléfono;Mayo;fracaso;no
admin.;Casado;secundaria;no;no;no;celular;Enero;fracaso;si
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Febrero;desconocido;no
Retirado;Divorciado;Superior;no;si;no;celular;Noviembre;fracaso;si
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;no;no;teléfono;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Julio;desconocido;si
Servis;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;primaria;no;no;no;celular;Enero;desconocido;no
Independientes;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Noviembre;desconocido;no
admin.;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;Superior;no;si;no;celular;abril;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;abril;fracaso;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;primaria;no;no;no;celular;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;no;si;celular;Julio;desconocido;no
empresario;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;no
Independientes;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;abril;otro;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
admin.;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;teléfono;Julio;desconocido;si
Retirado;Casado;secundaria;no;no;no;celular;Setiembre;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;Superior;no;no;no;celular;abril;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;si
admin.;Divorciado;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Soltero;Superior;no;no;no;celular;abril;desconocido;si
Servis;Soltero;secundaria;no;no;si;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Mayo;fracaso;no
Desempleado;Casado;Superior;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Setiembre;éxito;si
Emple_hogar;Casado;secundaria;no;no;no;teléfono;Febrero;fracaso;no
Independientes;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;celular;Noviembre;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Independientes;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;secundaria;si;si;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Marzo;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;Superior;no;no;no;teléfono;Mayo;éxito;si
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;teléfono;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Junio;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
Servis;Divorciado;secundaria;si;si;no;celular;Julio;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;teléfono;Marzo;éxito;si
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Tecnico;Soltero;secundaria;no;si;no;celular;Agosto;desconocido;si
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Soltero;secundaria;no;si;si;celular;Noviembre;desconocido;no
Tecnico;Soltero;secundaria;no;no;si;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Noviembre;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;fracaso;no
admin.;Casado;secundaria;no;si;si;teléfono;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Estudiante;Soltero;primaria;no;no;no;celular;Julio;desconocido;si
Ejecutivo;Casado;Superior;no;no;no;celular;Octubre;desconocido;no
Desempleado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Soltero;primaria;no;no;si;celular;Julio;desconocido;no
Independientes;Divorciado;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Junio;desconocido;si
Obrero;Casado;secundaria;no;si;si;celular;Febrero;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Febrero;fracaso;si
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Desempleado;Divorciado;primaria;no;no;no;celular;abril;fracaso;no
Tecnico;Casado;Superior;no;si;si;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;desconocido;si
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;otro;no
Retirado;Casado;secundaria;no;no;no;celular;Setiembre;otro;no
Servis;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
empresario;Casado;secundaria;no;no;no;teléfono;Noviembre;desconocido;no
admin.;Divorciado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
Servis;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;teléfono;Noviembre;desconocido;no
Servis;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;primaria;no;si;no;teléfono;Mayo;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Junio;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Junio;desconocido;no
Ejecutivo;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Julio;éxito;si
Tecnico;Soltero;desconocido;no;no;no;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Independientes;Casado;secundaria;si;no;no;celular;Febrero;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;teléfono;Noviembre;desconocido;no
Estudiante;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Obrero;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;abril;otro;no
Retirado;Casado;secundaria;no;no;no;celular;Setiembre;fracaso;no
Independientes;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;éxito;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;si
Obrero;Casado;secundaria;si;no;si;celular;Julio;desconocido;si
Tecnico;Divorciado;secundaria;no;si;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;abril;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;celular;Enero;fracaso;no
Independientes;Soltero;Superior;no;no;no;celular;Enero;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;desconocido;Junio;desconocido;no
Desempleado;Casado;primaria;no;no;no;celular;Enero;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Marzo;desconocido;no
empresario;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;abril;fracaso;no
Retirado;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Servis;Divorciado;secundaria;no;si;no;celular;Mayo;desconocido;no
Retirado;Casado;desconocido;no;no;no;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Febrero;otro;no
Tecnico;Soltero;Superior;no;no;si;celular;Febrero;fracaso;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;abril;desconocido;si
admin.;Casado;secundaria;no;si;si;teléfono;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Enero;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;celular;Julio;desconocido;no
Independientes;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Independientes;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Independientes;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Junio;desconocido;no
Desempleado;Soltero;Superior;si;si;no;celular;Julio;desconocido;no
empresario;Casado;desconocido;no;no;no;celular;Enero;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;celular;Agosto;fracaso;no
Emple_hogar;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Divorciado;desconocido;no;si;no;celular;Enero;fracaso;no
Tecnico;Divorciado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Retirado;Divorciado;Superior;no;si;si;celular;Julio;desconocido;no
empresario;Casado;Superior;no;si;si;teléfono;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;éxito;no
Servis;Soltero;secundaria;no;no;no;celular;Julio;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Julio;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Divorciado;Superior;no;no;no;celular;Julio;desconocido;no
Desempleado;Soltero;Superior;no;no;no;teléfono;Febrero;desconocido;no
Tecnico;Casado;Superior;no;si;si;celular;Mayo;desconocido;no
Servis;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
empresario;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Independientes;Casado;Superior;no;no;no;celular;Agosto;desconocido;si
Tecnico;Casado;Superior;no;si;no;celular;abril;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;si;celular;Julio;desconocido;no
Ejecutivo;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;éxito;si
Obrero;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Mayo;fracaso;no
Independientes;Casado;Superior;no;no;no;celular;Febrero;desconocido;no
Tecnico;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Mayo;desconocido;no
Retirado;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Diciembre;fracaso;no
Ejecutivo;Soltero;Superior;no;si;si;celular;Julio;desconocido;si
Tecnico;Casado;Superior;no;no;no;celular;Noviembre;fracaso;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Marzo;desconocido;no
Independientes;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;si
Ejecutivo;Divorciado;Superior;si;no;si;celular;Noviembre;desconocido;no
Obrero;Divorciado;primaria;no;si;no;desconocido;Junio;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Divorciado;secundaria;no;no;si;celular;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;si
admin.;Divorciado;desconocido;no;no;no;desconocido;Junio;desconocido;no
desconocido;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
admin.;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;si
empresario;Soltero;Superior;no;si;si;celular;Agosto;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;teléfono;Noviembre;fracaso;no
empresario;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;primaria;no;si;si;celular;abril;fracaso;no
Emple_hogar;Soltero;Superior;no;si;no;celular;abril;fracaso;no
empresario;Soltero;Superior;no;no;no;celular;Febrero;fracaso;no
Independientes;Divorciado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;si;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Divorciado;primaria;no;si;no;celular;Julio;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Marzo;éxito;no
Tecnico;Casado;secundaria;no;no;no;celular;Mayo;éxito;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;si;si;celular;abril;otro;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Julio;desconocido;si
Tecnico;Soltero;Superior;no;si;no;celular;Junio;desconocido;si
empresario;Casado;primaria;no;si;no;celular;Noviembre;otro;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;teléfono;Noviembre;fracaso;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;primaria;no;no;si;celular;Febrero;fracaso;no
Retirado;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;si;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
empresario;Casado;desconocido;no;si;no;celular;Noviembre;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Desempleado;Divorciado;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;otro;no
Ejecutivo;Soltero;Superior;no;si;no;teléfono;Mayo;desconocido;no
